shipment_mode,total_cost
Air,70105.776
Air,170940
Ocean,60699.5
Air,51318.95
Air,55044
Ocean,18580.6875
Ocean,90050
Ocean,10084.35
Ocean,20063.96
Air,20023.4979
Air,5494.86
Air,6533.25
Air,55622.484
Air,15973.8
Air,50820
Air,195452.16
Air,31080.25
Ocean,8166.996
Air,95274
Air,25346.4
Ocean,92900
Ocean,24054.05
Air,18718.55
Air,101131.42
Air,35394.9
Air,35845.92
Ocean,120928.5
Ocean,20532.1
Air,10479.15
Air,69920.55
Air,48476.35
Ocean,39397.5
Ocean,8988
Air,35854.65
Ocean,100570.95
Air,94068
Air,10034.4
Air,5537.4
Air,45425
Ocean,18849.75
Ocean,91445.4
Air,30066.57
Air,45460
Air,34996
Air,25554.14
Air,917.4
Air,20763.15
Air,30499.047
Air,172186
Ocean,20713.8
Ocean,129281.7
Ocean,7472.57108
Air,20553.858
Air,45420
Air,100619.94
Ocean,5430.4
Air,1361.55
Ocean,92501.7
Ocean,13876.5
Ocean,86264.5
Ocean,5430.4
Ocean,150230
Ocean,83306.7
Ocean,18562.75
Air,51939.25
Air,25531.61
Air,65047.5
Ocean,50457.3255
Ocean,129281.7
Air,8188.191
Air,15607.7
Ocean,25878.9635
Air,26769.85
Ocean,26153.75
Air,7181.16
Ocean,30121.75
Ocean,9654.75
Air,8188.191
Air,25624.35
Ocean,86315.1018
Air,10522.65
Ocean,87850
Air,69860.15
Air,100698.9375
Air,24466.4
Ocean,30487.8
Air,10620
Air,57705.5
Ocean,32060.245
Air,18534.05
Ocean,5477.8
Air,20990.4
Ocean,17120
Air,26685
Ocean,21361.5
Air,5042.4
Air,25340
Air,17929.3
Air,103972.5
Air,9545.805
Air,10438.55
Air,61076.6
Air,9751.35
Ocean,16206
Ocean,18634.5
Ocean,28956.0915
Air,75992.22
Ocean,85359.1
Air,136035
Ocean,80233.2
Ocean,10000.6809
Air,20196.3
Ocean,100899
Air,92460
Air,56265
Air,36096
Ocean,2195.25
Air,8705
Air,40941
Ocean,91193.9
Ocean,21887.5
Ocean,35040
Air,3180.1
Air,4638
Ocean,9006.9
Air,30475.75
Ocean,109625.4
Air,9988
Ocean,175154.4
Ocean,182125.6
Air,68920.95
Ocean,26688
Ocean,64703.5
Ocean,43930
Air,44167.3
Ocean,180700
Ocean,10183.041
Air,40583.13
Ocean,50882.7
Ocean,80237.4
Air,2393.215
Air,59212.95
Air,50607.2
Air,26211
Air,10583.58
Air,5483.9
Air,26274
Air,44672.3
Air,98736.3
Ocean,60481.75
Air,87980
Ocean,4547.5
Air,140655
Air,50635.1305
Air,45666.4
Air,87344.96
Air,19233.1
Air,18720
Air,51727.3185
Air,51162
Air,79546.8
Ocean,21109.5
Air,43104
Air,70460.52
Air,9747.64
Ocean,44030.0915
Ocean,8145.9
Air,10611.6
Air,20380.5
Ocean,152600
Air,4188.15
Air,30892.38264
Air,20808.70022
Ocean,23753.25
Ocean,92041.4
Ocean,178210
Air,176915.2146
Air,175800.4
Air,176492.3986
Air,91455.01316
Air,71190.74295
Ocean,50844.6
Air,51079.27416
Ocean,100256
Air,106065.3973
Ocean,182527.2
Air,182174.7503
Air,140283.9
Air,33873.56721
Air,21431.37813
Ocean,72983.3
Ocean,131850.3
Air,131110.3357
Ocean,100006.4
Ocean,182627.6
Air,152396.8526
Ocean,131149.9
Air,130694.6604
Ocean,51046.2
Air,51006.34056
Ocean,30753
Ocean,40212
Ocean,50029.84
Air,50339.79203
Air,9793.634024
Ocean,100006.4
Air,100225.3583
Ocean,43610
Air,43994.30578
Air,40997.05862
Ocean,41712
Air,15506.97
Ocean,17999
Ocean,21695
Ocean,200044.8
Air,199676.7975
Air,7990.655947
Ocean,159100.2
Air,43313.89869
Ocean,15298.87
Ocean,135690.6
Air,135567.972
Ocean,68590.6
Air,68971.73575
Air,50575
Ocean,41121.26023
Air,10626.72619
Ocean,11766.3
Ocean,159100.2
Air,158904.796
Air,20154.2
Ocean,130590
Air,131322.1436
Air,46403.905
Air,37919.09075
Air,23686.13658
Ocean,71250.9
Air,131757.25
Ocean,131678.6289
Air,64637.38494
Air,32782.33165
Ocean,55454.3
Air,14079.64382
Air,15651
Air,64040.79255
Air,23733.78131
Ocean,90249
Air,89545.36823
Ocean,100664.4
Air,100970.469
Air,25924.69583
Ocean,12575.25
Air,30743
Ocean,138250.8
Ocean,90249
Air,60821.14482
Ocean,56295.25
Air,56848.32373
Ocean,10008.32
Ocean,30821
Ocean,69500.7882
Ocean,90249
Air,90013.75012
Ocean,30616.85954
Air,15073.0684
Ocean,86600
Air,86741.32316
Air,45106.52911
Ocean,125696.4
Ocean,150293.6
Air,30498.61032
Ocean,34464
Ocean,56295.25
Air,56738.16036
Ocean,20610
Ocean,119460
Air,119823.2102
Air,27288.03053
Air,26021.64056
Air,33103.75
Ocean,33200.42035
Air,9052.719398
Ocean,100484.24
Air,100816.886
Air,31264.50007
Ocean,60525.2
Air,60094.09944
Air,50000.4099
Air,13461.95
Air,45089.74863
Air,17962.76
Ocean,128687.7
Air,129080.3904
Ocean,47961.76
Air,48067.29255
Air,13437.62094
Air,10392.45
Air,36142.87906
Ocean,105060
Ocean,24248
Ocean,27348
Air,35865.35241
Air,31052.11613
Ocean,15480.4
Ocean,17330
Ocean,100012.5
Air,100067.1127
Air,92503.08514
Air,75818.75
Air,75586.18182
Air,113457.0939
Ocean,43300
Air,43178.7476
Ocean,54150
Air,54258.89185
Air,36220.19124
Air,23011.67589
Air,127649.7071
Air,65941.32596
Ocean,30317.5
Ocean,36822.1
Air,36650.08419
Air,42344.25
Ocean,130333
Air,130341.2387
Air,27862.98689
Ocean,30476.1
Air,30480.19088
Ocean,45071.25
Ocean,80519.535
Ocean,85650
Air,129836.8167
Air,63694.31823
Ocean,36146.25
Ocean,173892.8
Air,174122.6059
Air,50798.52988
Air,30695.75033
Air,21993.76817
Ocean,97106.8
Air,96825.30597
Air,19147
Air,100372.2113
Ocean,21840
Ocean,61951.25
Air,61779.03789
Air,30743
Ocean,91250
Air,91727.2682
Air,56661.94285
Air,134700
Air,134017.9761
Air,69895.54266
Ocean,80168.4
Air,80438.81189
Ocean,92515.5
Air,92235.05113
Air,17898.80441
Ocean,40827
Air,40811.78297
Ocean,150075
Air,150033.7854
Air,87722.02198
Air,28468.0313
Ocean,108300
Air,108967.4189
Air,7161.357097
Air,5418.629977
Ocean,10074.87
Air,10097.85312
Ocean,91250
Air,91739.20498
Air,27133.63639
Ocean,94010.7
Air,93773.50256
Air,50944.00891
Ocean,64514.75
Air,80196.23044
Air,10155.83034
Ocean,51837
Air,71600
Air,71587.61986
Ocean,63105.81808
Air,27292.19313
Air,25615.06287
Ocean,80682.3
Air,80734.97796
Air,40114.81664
Air,23776.06118
Ocean,50903
Air,51104.99865
Ocean,40463.85
Air,40322.84705
Ocean,43705
Air,43856.56205
Air,42985.87917
Ocean,44017.86
Ocean,68893.75
Air,69189.45636
Ocean,94129.54
Air,93499.24282
Ocean,150719.73
Air,151562.3825
Ocean,87069.3
Air,87509.29423
Air,87029.11481
Ocean,182326.4
Air,182726.9155
Ocean,75320.7
Air,149027.0183
Ocean,86203.8
Air,86010.25988
Ocean,45465
Air,45617.43302
Air,93960.4
Ocean,93898.60282
Ocean,70003.675
Air,70491.58464
Ocean,84214.04
Air,84516.51214
Air,30544.41322
Ocean,93960.4
Air,94399.2876
Ocean,34576.5
Air,34723.7908
Air,15591.93
Ocean,15658.98484
Ocean,65030
Air,64508.18225
Air,45880.36441
Air,10110.64805
Air,5392.418467
Air,28471.75
Ocean,28617.40966
Air,20590.01302
Air,10085.07961
Ocean,25833
Ocean,32744.8
Air,32814.18249
Ocean,14446
Air,14514.19981
Air,10512.27827
Ocean,16682
Ocean,42550
Air,42651.19571
Ocean,101254.3
Air,100754.3032
Air,55489.6
Air,86126.73316
Air,29043
Air,72660.9
Ocean,72770.35579
Air,38923.97687
Ocean,41940
Air,41918.54734
Ocean,14394.88048
Air,28243
Air,28350.79028
Ocean,73789.3
Air,25847.31212
Ocean,18983
Ocean,74629.1
Air,74838.26202
Ocean,151025
Air,151218.3038
Air,91060.28098
Ocean,101095.04
Ocean,155040
Air,156370.0939
Air,47391.73245
Air,125052
Air,123944.3267
Air,27619.39763
Ocean,57189
Ocean,155040
Air,155283.9545
Ocean,90389.1
Ocean,91935.65
Air,91660.06322
Ocean,53289.75
Air,64547.97702
Air,25682.89898
Ocean,50088.75
Ocean,81104.4
Air,80632.87887
Air,60944.05577
Air,151604.2107
Ocean,94564
Air,94589.99186
Ocean,26169
Air,26017.48844
Air,45711.46278
Ocean,34226.75
Air,34073.47335
Ocean,25207.40294
Air,20669.01609
Ocean,85650
Air,85391.23976
Ocean,138356.22
Air,137090.5293
Ocean,54661.75
Air,54501.60037
Ocean,43400
Ocean,50987.85
Air,50784.60625
Ocean,185840.4
Air,186047.7311
Ocean,50556.45
Air,50812.57973
Ocean,87320.8
Air,86593.77825
Ocean,100114.35
Air,100120.1214
Ocean,19155.2
Ocean,92753.2
Air,35055.63875
Air,20596.00206
Ocean,47212.45
Ocean,73368
Ocean,78174
Air,52122.20354
Air,20718.45
Air,30465.59661
Ocean,20548.03404
Air,37848.41823
Air,129300
Air,129754.8451
Ocean,28090.5
Air,91392.66966
Air,51363.75659
Air,35596.8
Air,35612.76289
Air,40827.15
Air,40868.90777
Air,92781.56003
Air,13609
Ocean,67768
Air,67734.7905
Air,84600
Air,85296.80907
Ocean,135344.3
Air,135006.9893
Ocean,46805
Air,74160
Air,7812
Ocean,27498
Air,27413.30726
Air,10521.45
Ocean,101453.38
Air,100809.918
Air,146070.7008
Ocean,105000.38
Air,45344.10981
Ocean,27498
Ocean,28209
Air,28459.02753
Ocean,77769
Ocean,92652.6
Air,93443.60286
Ocean,92803.5
Air,92704.95722
Ocean,20028.34
Air,20045.02869
Ocean,64470
Air,64663.62346
Air,45777.56689
Air,44810.71349
Ocean,50117.8
Ocean,71009.1
Air,70958.90223
Air,20802.375
Air,20816.75253
Ocean,100688
Air,16189.875
Ocean,40650.75
Air,40829.45043
Ocean,173020
Air,32612.24984
Ocean,50542.5
Air,50084.06413
Air,32789.4917
Ocean,90137.6
Ocean,32709.7
Air,20512.68858
Ocean,126353.4
Air,125306.8707
Ocean,22164.6
Air,22171.56487
Air,18372.78736
Ocean,40768
Air,40873.42355
Ocean,92552
Air,140681.25
Air,140533.0949
Ocean,134937.6
Ocean,131815.65
Air,131391.3437
Air,100264.5538
Air,30325.99884
Air,46838.75
Air,46580.97789
Ocean,134636.4
Air,135266.9128
Ocean,45096.5
Ocean,127125
Air,126584.3969
Air,70305.68555
Air,17970.82428
Ocean,70623
Ocean,128160.6
Air,128813.8756
Air,80742.58582
Ocean,134485.8
Air,135504.4145
Ocean,85610.6
Air,85683.21122
Ocean,122045.7
Air,121484.12
Air,25918.60215
Air,25449.2
Air,25569.18681
Air,86900
Air,86587.77601
Ocean,133425
Air,133061.9629
Ocean,51425
Ocean,100511.61
Ocean,173792.4
Air,174559.8871
Ocean,90538.8
Air,90703.64582
Ocean,12816
Air,12775.17707
Ocean,15743.5
Ocean,135916.5
Air,135645.0097
Ocean,99400
Ocean,178025.65
Air,177741.5832
Ocean,108841.5
Air,101091.4447
Air,20464.76
Air,131496.3612
Air,135415
Air,109636.6755
Air,29986.84845
Ocean,17774.5
Ocean,113354
Air,113475.3374
Ocean,77010
Air,77233.37088
Air,100560.7413
Air,12578.0567
Ocean,20711.5
Air,123469.2013
Air,10738.44303
Air,15323.64
Ocean,42075
Ocean,43707.75
Air,76065
Ocean,45475.25
Ocean,136293
Air,136532.1972
Air,60408.93837
Air,20636.51105
Ocean,50930.25
Air,50876.76079
Air,20512.90163
Ocean,30008.615
Air,25428.65
Air,25585.15287
Ocean,135388
Air,135326.5053
Ocean,123446.8
Air,122501.9095
Ocean,52103.4
Air,51931.61339
Air,31311
Air,31178.22235
Ocean,78769.12
Air,79097.83726
Ocean,35120
Ocean,101774.12
Air,102704.4208
Ocean,50471.3
Air,50347.56435
Air,90892.1
Air,90600.18503
Ocean,30965.05
Air,50488.1
Air,50505.4165
Air,23442.6
Ocean,120120
Air,120180.9641
Ocean,25505.65
Air,25661.1668
Air,14365.12773
Air,173330.4003
Ocean,51892.5
Ocean,92753.2
Air,92960.52527
Air,79034.92106
Ocean,89550
Air,89813.13615
Air,86369.34466
Air,37216.66668
Air,33708.29828
Air,184736
Air,102747.7983
Air,60362.88905
Ocean,50575
Ocean,28060
Ocean,30887
Ocean,102606
Air,102857.3844
Air,76464.98053
Ocean,100557.6
Air,100411.0647
Air,10001.84
Ocean,116110
Air,116172.896
Ocean,184836.4
Air,185969.2591
Air,30738.87716
Air,26587.24796
Ocean,46530
Air,51104.4
Air,51284.61152
Ocean,150875
Air,150398.2245
Air,43286.31916
Air,22451.8
Ocean,22300.99984
Ocean,178912.8
Air,179527.9787
Ocean,60482.4
Air,60126.41258
Air,23311.74354
Ocean,30415
Ocean,50627.5
Air,51049.013
Air,27543
Air,27517.63552
Ocean,25126.2
Ocean,40904.5
Air,40923.39122
Air,50785.69255
Ocean,108062.5
Air,108460.9933
Air,22836.58242
Air,20392.94126
Ocean,22988.25
Air,10931.625
Ocean,17863.95
Air,17867.05
Air,10696.33159
Ocean,46611.5
Air,46961.78883
Ocean,86750
Ocean,100545.5
Air,32954.57083
Ocean,34143.2
Air,45528.84179
Air,73880
Air,73964.0809
Ocean,8666
Ocean,129010
Air,128851.3833
Ocean,101067
Ocean,118489.8
Air,117954.9116
Ocean,118489.8
Air,118481.5233
Air,76905.5775
Ocean,118489.8
Air,118479.5375
Air,46175
Air,26089.23771
Air,61147.06355
Ocean,40463.85
Air,40316.40146
Ocean,132757.5
Air,132975.5909
Air,88295.65939
Air,60489
Air,73880
Air,73849.1026
Air,14023.08337
Air,12526.66742
Ocean,39343.23
Air,39679.85392
Ocean,65437.5
Ocean,132757.5
Air,95800.38218
Air,30585.63558
Air,139081.03
Ocean,27343.25
Air,27242.10133
Air,6801.222377
Air,17009.63254
Ocean,119795
Air,50652.2
Ocean,92150
Ocean,47515.95
Air,47240.05132
Ocean,92057.85
Air,92622.65909
Air,22309.04227
Ocean,92057.85
Air,92418.9223
Ocean,172085.6
Air,172075.2787
Ocean,184300
Air,37257.29223
Ocean,85711.2
Air,86451.37892
Air,36940.98156
Ocean,176704
Air,177099.7474
Ocean,28502.25
Air,28368.05192
Air,47220.26678
Ocean,90841.8
Air,90614.63048
Ocean,122111.1
Air,121792.1853
Ocean,28502.25
Ocean,101274.4
Air,101773.8536
Ocean,21300
Ocean,84504
Air,85246.62406
Ocean,5011.78
Ocean,9171
Air,15067.62
Air,15514.28379
Ocean,8052.2
Air,30838.5
Air,30978.33607
Ocean,60918
Air,61316.01299
Ocean,91050
Air,91374.10636
Air,37312.86327
Air,25911.04971
Ocean,28502.25
Air,26223.47427
Air,10475.87247
Ocean,108841.5
Air,108727.6071
Air,48879.64198
Ocean,86163.9
Ocean,100520.725
Ocean,185037.2
Air,184902.933
Air,131961.9489
Air,100364.8115
Air,93319.45692
Air,47410.76907
Ocean,15595.95
Ocean,87773.5
Air,88289.61306
Ocean,128988.9
Air,128697.055
Ocean,88095.4
Air,88732.04151
Ocean,140461
Ocean,100861
Ocean,128903.25
Air,129396.9808
Ocean,139455.6
Air,139308.6353
Air,40563.25
Ocean,100861
Air,100723.7592
Air,86001.46422
Air,50856.64901
Air,25355
Air,35880
Ocean,100861
Air,100626.1465
Ocean,74448
Air,131485.447
Ocean,175198
Air,184666.9132
Ocean,100607.4
Air,101321.64
Ocean,26641.75
Ocean,42133
Air,42197.06112
Ocean,66008.292
Air,66289.92074
Ocean,59220
Ocean,92690
Air,94322.10618
Ocean,185380
Air,185086.9799
Air,159709.6236
Air,86311.31421
Air,93246.14
Ocean,50017.76
Air,49582.9764
Ocean,93450
Air,139198.2287
Air,36454.65824
Ocean,175198
Air,174888.0899
Ocean,100599.25
Air,101269.7981
Air,187358.8597
Air,35985.14568
Ocean,100553.1
Ocean,47621.5
Air,47806.98138
Air,80942.55667
Air,80865.80975
Ocean,93205.9
Air,93036.83821
Ocean,93150
Air,93877.33272
Ocean,80548.125
Air,80705.81974
Air,189354.4
Air,189637.0588
Air,36409.5
Ocean,112541.75
Air,112951.7757
Ocean,92742.65
Air,92646.22672
Air,75509
Air,75477.08504
Ocean,103486.86
Air,103177.3721
Ocean,92557.35
Air,92717.75338
Ocean,8746
Ocean,13837.5
Air,13873.66022
Air,10257.5
Air,21312.78989
Air,31083.8
Air,31164.58688
Air,15282.25704
Air,94269
Ocean,27434.75
Ocean,50088.75
Air,50102.90663
Ocean,40695.3
Air,51005.53673
Ocean,94765.2
Air,94443.43329
Air,16517.21091
Ocean,186141.6
Air,185770.9067
Air,85263.69831
Air,43490.15154
Air,131525.9627
Ocean,10104.6
Ocean,11024.87
Ocean,17600
Ocean,43243.15
Ocean,83315.4
Air,79220.29725
Ocean,188952.8
Air,189661.4281
Ocean,90841.8
Air,44719.13491
Ocean,30574.5
Air,30623.25883
Ocean,56930.5
Ocean,23026.5
Ocean,35660
Air,170600
Air,151239.8434
Air,135886.392
Ocean,50547
Ocean,94765.2
Air,36311.14821
Ocean,4719.55
Ocean,10458
Ocean,88573.4
Air,88824.97174
Ocean,94664.6
Ocean,45760
Air,45881.07111
Ocean,30491.4
Ocean,87672.9
Ocean,88573.4
Ocean,23026.5
Air,100311.2318
Ocean,138882.35
Air,138279.3796
Air,43827.20029
Ocean,45399.5
Air,45031.6694
Ocean,138882.35
Air,138845.5332
Air,113726.8798
Ocean,100006.5
Air,99922.99631
Air,45942.82558
Air,15558.69186
Ocean,75559.05
Air,18453.26719
Ocean,87220.2
Air,87330.59419
Ocean,47672
Air,47518.72313
Air,46537.19256
Air,123728
Ocean,125109.2385
Ocean,85650
Air,9125.921028
Air,71322.7269
Ocean,431376
Ocean,351476.5
Ocean,903000
Ocean,287851.095
Ocean,439126.5
Ocean,400987.5
Ocean,400987.5
Ocean,200801.4
Ocean,655435
Ocean,279378
Ocean,373471.2
Ocean,271500
Ocean,683253
Ocean,468184.5
Ocean,468184.5
Ocean,300202.54
Ocean,212192.6146
Ocean,536693
Ocean,625993
Ocean,200928
Ocean,263500.8
Ocean,300631.5
Ocean,272825.6
Ocean,213606.68
Ocean,428378.7773
Ocean,256538.2388
Ocean,235733
Ocean,430632.4948
Ocean,812702
Ocean,453405
Ocean,201416.8
Ocean,812702
Ocean,904346
Ocean,256500
Ocean,504020
Ocean,449250
Ocean,226221.6
Ocean,200746.584
Ocean,276134.4
Ocean,275833.6
Ocean,201023.0802
Ocean,413904.55
Ocean,275008.3
Ocean,413904.55
Ocean,200898.7137
Ocean,201521.6
Ocean,396547.68
Ocean,252816.9
Ocean,210785.547
Ocean,350875
Ocean,451902
Ocean,301000
Ocean,645270.5
Ocean,203356.8
Ocean,277488
Ocean,210720
Ocean,349717.714
Ocean,201609
Ocean,265616.7144
Ocean,206450.6
Ocean,343456.5
Ocean,370724.5
Ocean,277257.55
Ocean,250751.05
Ocean,461170.5
Ocean,359496.5
Ocean,278089.6
Ocean,450998.75
Ocean,359496.5
Ocean,462250
Ocean,278089.6
Ocean,264704
Ocean,219500
Ocean,448250
Ocean,224842.2
Ocean,277187.2
Ocean,324499.5
Ocean,233172.45
Ocean,401004
Ocean,347255
Ocean,924500
Ocean,870501.5
Ocean,861536.5
Ocean,208752.1
Ocean,369131.6179
Ocean,463926
Ocean,359496.5
Ocean,277638.4
Ocean,281144
Ocean,359191.339
Ocean,301224
Ocean,300878.525
Ocean,248865.2
Ocean,212819.9
Ocean,268950
Ocean,200824.05
Ocean,560973.4
Ocean,200767.75
Ocean,451000
Ocean,270720
Ocean,427744.5799
Ocean,354901.5
Ocean,280195.2
Ocean,466681.5
Ocean,204913.5
Ocean,265397.0432
Ocean,265397.0432
Ocean,205708.3883
Ocean,206292.0986
Ocean,463019
Ocean,453655.5
Ocean,205896
Ocean,261853.92
Ocean,467182.5
Ocean,212626.4
Ocean,280496
Ocean,233125
Ocean,205130
Ocean,465178.5
Ocean,298888.5537
Ocean,456250
Ocean,629848.5
Ocean,605045.91
Ocean,674442
Ocean,373932.5
Ocean,758642
Ocean,275075.3812
Ocean,300807
Ocean,758642
Ocean,305092
Ocean,347548.304
Ocean,456250
Ocean,337642
Ocean,274209.8816
Ocean,732114
Ocean,203190.7036
Ocean,457822.6
Ocean,232125
Ocean,304500
Ocean,300834.54
Ocean,377298
Ocean,465930
Ocean,257635.2
Ocean,250755.305
Ocean,257100
Ocean,279912
Ocean,505180
Ocean,236379
Ocean,311685.527
Ocean,205703.8
Ocean,841984.5
Ocean,280163.1
Ocean,326375
Ocean,206494.1
Ocean,543304
Ocean,251069.15
Ocean,294069.9797
Ocean,207510.2
Ocean,217500
Ocean,459500
Ocean,231499
Ocean,253460.2
Ocean,277651.6286
Ocean,629498
Ocean,208874
Ocean,609000
Ocean,609000
Ocean,460419
Ocean,459500
Ocean,459500
Ocean,218601.5212
Ocean,468194.58
Ocean,459500
Ocean,200802.14
Ocean,200802.14
Ocean,500049.9
Ocean,347032.8
Ocean,785259.342
Ocean,460920
Ocean,226125
Ocean,261932.4288
Ocean,203060
Ocean,598920
Ocean,442884
Ocean,438781.228
Ocean,200722.05
Ocean,301840
Ocean,460000
Ocean,460000
Ocean,598303.5
Ocean,200255.25
Ocean,924000
Ocean,490833.8381
Ocean,460920
Ocean,219500.16
Ocean,276736
Ocean,240083.9
Ocean,316251
Ocean,279469.4062
Ocean,316251
Ocean,431110.5
Ocean,250164.0273
Ocean,442884
Ocean,364216.5
Ocean,259020.9856
Ocean,609350
Ocean,201017.7
Ocean,462907.4
Ocean,301323
Ocean,363649.657
Ocean,459930.555
Ocean,426351
Ocean,279744
Ocean,438750
Ocean,722101.5
Ocean,202644.75
Ocean,275700
Ocean,314125
Ocean,217150
Ocean,348381
Ocean,270990
Ocean,350203.3504
Ocean,592410
Ocean,214990.2
Ocean,500909.5
Ocean,466681.5
Ocean,387198
Ocean,466681.5
Ocean,300967.65
Ocean,226868.0247
Ocean,216925.7
Ocean,300915.6091
Ocean,279750
Ocean,400905.92
Ocean,300942.6
Ocean,298525.5
Ocean,200809.8
Ocean,200809.8
Ocean,652680
Ocean,466431
Ocean,467050.236
Ocean,416134.55
Ocean,200729
Ocean,226000
Ocean,415052.51
Ocean,200397.5
Ocean,271753.6
Ocean,469437
Ocean,423348.15
Ocean,469437
Ocean,278887.95
Ocean,209316.6
Ocean,377400.275
Ocean,540737.5
Ocean,400984.7
Ocean,468750
Ocean,437096.9398
Ocean,208435.2
Ocean,204088.5
Ocean,281400
Ocean,272765.44
Ocean,301933.8
Ocean,301615.6052
Ocean,201968.2
Ocean,302938
Ocean,473194.5
Ocean,944500
Ocean,273276.8
Ocean,452904
Ocean,451952.1
Ocean,338400
Ocean,270900
Ocean,302058
Ocean,255830.4
Ocean,470000
Ocean,200778.4
Ocean,302058
Ocean,238307.5
Ocean,282752
Ocean,232892.88
Ocean,952300
Ocean,250737.9
Ocean,258447.36
Ocean,454156.5
Ocean,900990
Ocean,219450
Ocean,376940
Ocean,576547.4556
Ocean,328887
Ocean,283955.2
Ocean,328887
Ocean,350438
Ocean,233779
Ocean,431147.1
Ocean,213950.7872
Ocean,438375
Ocean,350224
Ocean,393317.3831
Ocean,435000
Ocean,462250
Ocean,312930
Ocean,201313.539
Ocean,437750
Ocean,203344.8
Ocean,453405
Ocean,405219
Ocean,251547.93
Ocean,954277.6935
Ocean,209330
Ocean,252000
Ocean,272374.4
Ocean,203402.85
Ocean,724104
Ocean,200659.6
Ocean,601468.5
Ocean,302386.5
Ocean,439527.3
Ocean,469469.8525
Ocean,372930
Ocean,225746.25
Ocean,204680
Ocean,451250.7
Ocean,256040.96
Ocean,278841.6
Ocean,437623.5
Ocean,262748.8
Ocean,447600
Ocean,250854.9477
Ocean,500614.4
Ocean,245756.16
Ocean,275693.5665
Ocean,250716.8
Ocean,251292.5662
Ocean,549915
Ocean,231250
Ocean,350903.5
Ocean,819910
Ocean,227500
Ocean,425972
Ocean,271923.2
Ocean,401131.5
Ocean,232075.6
Ocean,652489.47
Ocean,440243.229
Ocean,803062
Ocean,337070
Ocean,201189.05
Ocean,619265.9
Ocean,304775.415
Ocean,218709
Ocean,442132.5
Ocean,302103
Ocean,315549
Ocean,250817.85
Ocean,250817.85
Ocean,409368
Ocean,427603.5
Ocean,300915.39
Ocean,200775.9741
Ocean,202226.6599
Ocean,215813.7
Ocean,428983.0794
Ocean,443205
Ocean,330040
Ocean,330373
Ocean,815405
Ocean,329522
Ocean,332177.9474
Ocean,334048
Ocean,269366.4
Ocean,301032.25
Ocean,251936.484
Ocean,256191.36
Ocean,576329.7268
Ocean,383073.5437
Ocean,301365
Ocean,501002.7
Ocean,290921.95
Ocean,484321.95
Ocean,290583.6679
Ocean,261846.4
Ocean,910453.4
Ocean,271923.2
Ocean,205590
Ocean,338921.1
Ocean,483821.1
Ocean,525929.5
Ocean,424242.3912
Ocean,264403.2
Ocean,329573.0528
Ocean,287633.5214
Ocean,908409.15
Ocean,362343.3503
Ocean,911708.82
Ocean,917800
Ocean,369120.5
Ocean,453159.0927
Ocean,453655.5
Ocean,272374.4
Ocean,315198
Ocean,272374.4
Ocean,299600
Ocean,200732
Ocean,232491.6
Ocean,257484.8
Ocean,414732
Ocean,205675.2
Ocean,262297.6
Ocean,875500
Ocean,227249.5
Ocean,343256
Ocean,280496
Ocean,226347
Ocean,204930
Ocean,258988.8
Ocean,237980
Ocean,258127.8
Ocean,822162.5
Ocean,400924.5114
Ocean,359200
Ocean,306210.75
Ocean,275532.8
Ocean,362600
Ocean,417850.5
Ocean,449898
Ocean,300858.75
Ocean,300997.6
Ocean,200824.05
Ocean,451401
Ocean,251356.56
Ocean,299555
Ocean,466932
Ocean,466932
Ocean,500966
Ocean,271772.8
Ocean,226974
Ocean,543905
Ocean,362905
Ocean,271923.2
Ocean,250754.4
Ocean,203965
Ocean,200690
Ocean,330928.1766
Ocean,465089.31
Ocean,223375.2
Ocean,200710.8
Ocean,230250
Ocean,461500
Ocean,231459.295
Ocean,300160
Ocean,201874.9094
Ocean,263651.2
Ocean,460920
Ocean,450984
Ocean,277788.8
Ocean,254124
Ocean,462673.5
Ocean,462673.5
Ocean,905953.5
Ocean,301317.25
Ocean,445500
Ocean,252662.976
Ocean,467250
Ocean,272262.4904
Ocean,300211.925
Ocean,220794.4
Ocean,284537.5
Ocean,271050
Ocean,283133.1168
Ocean,314457
Ocean,567138
Ocean,567138
Ocean,603687
Ocean,326250
Ocean,345765
Ocean,430574.699
Ocean,302904
Ocean,301002.45
Ocean,490840
Ocean,356044.5
Ocean,201077
Ocean,201077
Ocean,263500.8
Ocean,263500.8
Ocean,471942
Ocean,250103.3587
Ocean,281248
Ocean,440880
Ocean,440000
Ocean,281248
Ocean,200707.5
Ocean,283099.85
Ocean,236755.2
Ocean,133164
Ocean,41469.12
Ocean,165496.5
Ocean,78163.2
Ocean,32142.61275
Ocean,27160.11
Ocean,101391.15
Ocean,11355.75
Ocean,134792.1
Ocean,31740.5
Ocean,37213
Ocean,305089.96
Ocean,303463.25
Ocean,110999
Ocean,110999
Ocean,33737.92
Ocean,40977.5
Ocean,29640.25
Ocean,42252.9
Ocean,42033.04
Ocean,135691.2
Ocean,6338.4
Ocean,50667.7275
Ocean,151644.8535
Ocean,34441.22431
Ocean,30940
Ocean,11314.55
Ocean,101281.7
Ocean,30620.25
Ocean,110847.5
Ocean,30620.25
Ocean,110978.8
Ocean,384434.4396
Ocean,30535.0164
Ocean,83986.4
Ocean,84115.26
Ocean,10497.5
Ocean,16906.5
Ocean,20534.4
Ocean,54740.3
Ocean,25439.43
Ocean,16335
